Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
16566,393,6,2015-08-29,1.0,0,0,0,d,c,4820.0,3.0,2008.0,0,0.0,0.0,0
16567,394,6,2015-08-29,1.0,0,0,1,d,a,10850.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16568,395,6,2015-08-29,1.0,0,0,0,a,a,3620.0,2.0,2013.0,0,0.0,0.0,0
16569,397,6,2015-08-29,1.0,0,0,0,a,c,130.0,7.2247043363994745,2008.6688567674114,1,27.0,2013.0,"Feb,May,Aug,Nov"
16570,398,6,2015-08-29,1.0,0,0,0,c,c,1540.0,7.2247043363994745,2008.6688567674114,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
16571,399,6,2015-08-29,1.0,0,0,0,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
16572,403,6,2015-08-29,1.0,0,0,0,a,a,4970.0,7.0,2015.0,0,0.0,0.0,0
16573,404,6,2015-08-29,1.0,0,0,0,a,c,1420.0,7.2247043363994745,2008.6688567674114,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
16574,405,6,2015-08-29,1.0,0,0,0,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16575,406,6,2015-08-29,1.0,0,0,0,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
16576,407,6,2015-08-29,1.0,0,0,0,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
16577,408,6,2015-08-29,1.0,0,0,0,c,a,1560.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
16578,409,6,2015-08-29,1.0,0,0,1,d,c,840.0,7.2247043363994745,2008.6688567674114,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
16579,410,6,2015-08-29,1.0,0,0,0,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
16580,411,6,2015-08-29,1.0,0,0,1,d,c,8460.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16581,412,6,2015-08-29,1.0,0,0,0,d,c,4460.0,7.2247043363994745,2008.6688567674114,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
16582,413,6,2015-08-29,1.0,0,0,0,a,c,760.0,9.0,2014.0,0,0.0,0.0,0
16583,414,6,2015-08-29,1.0,0,0,1,d,c,6210.0,7.2247043363994745,2008.6688567674114,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
16584,415,6,2015-08-29,1.0,0,0,0,d,c,6910.0,4.0,2005.0,0,0.0,0.0,0
16585,416,6,2015-08-29,1.0,0,0,0,a,c,4650.0,6.0,2014.0,0,0.0,0.0,0
16586,417,6,2015-08-29,1.0,0,0,0,a,c,840.0,7.2247043363994745,2008.6688567674114,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
16587,418,6,2015-08-29,1.0,0,0,0,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
16588,420,6,2015-08-29,1.0,0,0,0,d,c,250.0,7.2247043363994745,2008.6688567674114,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
16589,421,6,2015-08-29,1.0,0,0,0,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
16590,422,6,2015-08-29,1.0,0,0,0,a,c,2880.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16591,424,6,2015-08-29,1.0,0,0,0,d,c,1250.0,7.2247043363994745,2008.6688567674114,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
16592,425,6,2015-08-29,1.0,0,0,0,d,c,1460.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16593,426,6,2015-08-29,1.0,0,0,0,a,a,250.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16594,427,6,2015-08-29,1.0,0,0,0,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16595,428,6,2015-08-29,1.0,0,0,0,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
16596,429,6,2015-08-29,1.0,0,0,0,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
16597,430,6,2015-08-29,1.0,0,0,0,d,c,12870.0,10.0,2008.0,0,0.0,0.0,0
16598,431,6,2015-08-29,1.0,0,0,0,d,c,4520.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16599,432,6,2015-08-29,1.0,0,0,0,a,a,810.0,5.0,2013.0,0,0.0,0.0,0
16600,433,6,2015-08-29,1.0,0,0,0,a,c,30030.0,11.0,2010.0,0,0.0,0.0,0
16601,434,6,2015-08-29,1.0,0,0,0,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16602,435,6,2015-08-29,1.0,0,0,0,a,a,910.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16603,440,6,2015-08-29,1.0,0,0,0,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
16604,441,6,2015-08-29,1.0,0,0,0,d,a,2530.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16605,442,6,2015-08-29,1.0,0,0,0,c,a,500.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
16606,445,6,2015-08-29,1.0,0,0,0,a,a,240.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16607,446,6,2015-08-29,1.0,0,0,0,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
16608,447,6,2015-08-29,1.0,0,0,0,a,c,1510.0,9.0,2013.0,0,0.0,0.0,0
16609,448,6,2015-08-29,1.0,0,0,0,a,c,3970.0,9.0,2009.0,0,0.0,0.0,0
16610,449,6,2015-08-29,1.0,0,0,1,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16611,450,6,2015-08-29,1.0,0,0,0,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
16612,451,6,2015-08-29,1.0,0,0,1,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16613,452,6,2015-08-29,1.0,0,0,0,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
16614,453,6,2015-08-29,1.0,0,0,0,a,c,75860.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16615,455,6,2015-08-29,1.0,0,0,0,d,c,7660.0,9.0,2010.0,0,0.0,0.0,0
16616,456,6,2015-08-29,1.0,0,0,0,a,c,140.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16617,457,6,2015-08-29,1.0,0,0,0,d,c,13140.0,7.2247043363994745,2008.6688567674114,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
16618,458,6,2015-08-29,1.0,0,0,1,c,a,3390.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16619,459,6,2015-08-29,1.0,0,0,0,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
16620,461,6,2015-08-29,1.0,0,0,0,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
16621,463,6,2015-08-29,1.0,0,0,0,a,a,4160.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16622,465,6,2015-08-29,1.0,0,0,1,d,c,10890.0,4.0,2005.0,0,0.0,0.0,0
16623,466,6,2015-08-29,1.0,0,0,0,a,c,3110.0,3.0,2003.0,0,0.0,0.0,0
16624,467,6,2015-08-29,1.0,0,0,0,a,c,20390.0,4.0,2008.0,0,0.0,0.0,0
16625,468,6,2015-08-29,1.0,0,0,0,c,c,5260.0,9.0,2012.0,0,0.0,0.0,0
16626,470,6,2015-08-29,1.0,0,0,0,a,c,50.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16627,471,6,2015-08-29,1.0,0,0,0,d,a,5300.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
16628,472,6,2015-08-29,1.0,0,0,0,c,c,5030.0,8.0,2011.0,0,0.0,0.0,0
16629,473,6,2015-08-29,1.0,0,0,0,a,a,50.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16630,475,6,2015-08-29,1.0,0,0,0,a,a,140.0,9.0,2005.0,0,0.0,0.0,0
16631,477,6,2015-08-29,1.0,0,0,0,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
16632,481,6,2015-08-29,1.0,0,0,1,c,c,7470.0,7.2247043363994745,2008.6688567674114,1,44.0,2012.0,"Feb,May,Aug,Nov"
16633,484,6,2015-08-29,1.0,0,0,0,a,c,14300.0,3.0,2011.0,0,0.0,0.0,0
16634,485,6,2015-08-29,1.0,0,0,0,d,c,3270.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
16635,486,6,2015-08-29,1.0,0,0,0,a,a,2320.0,7.2247043363994745,2008.6688567674114,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
16636,487,6,2015-08-29,1.0,0,0,0,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
16637,488,6,2015-08-29,1.0,0,0,0,a,c,2890.0,4.0,2014.0,0,0.0,0.0,0
16638,490,6,2015-08-29,1.0,0,0,0,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16639,491,6,2015-08-29,1.0,0,0,0,d,c,4680.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
16640,492,6,2015-08-29,1.0,0,0,0,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
16641,493,6,2015-08-29,1.0,0,0,0,d,c,1150.0,7.2247043363994745,2008.6688567674114,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16642,495,6,2015-08-29,1.0,0,0,0,d,a,5470.0,7.2247043363994745,2008.6688567674114,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16643,497,6,2015-08-29,1.0,0,0,1,a,c,1610.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16644,498,6,2015-08-29,1.0,0,0,0,a,a,990.0,7.2247043363994745,2008.6688567674114,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16645,499,6,2015-08-29,1.0,0,0,0,c,c,450.0,7.2247043363994745,2008.6688567674114,1,5.0,2013.0,"Feb,May,Aug,Nov"
16646,500,6,2015-08-29,1.0,0,0,0,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
16647,501,6,2015-08-29,1.0,0,0,0,a,c,1620.0,9.0,2006.0,0,0.0,0.0,0
16648,502,6,2015-08-29,1.0,0,0,1,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16649,504,6,2015-08-29,1.0,0,0,1,c,c,820.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16650,505,6,2015-08-29,1.0,0,0,0,a,a,350.0,7.2247043363994745,2008.6688567674114,1,5.0,2013.0,"Feb,May,Aug,Nov"
16651,506,6,2015-08-29,1.0,0,0,0,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
16652,507,6,2015-08-29,1.0,0,0,0,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16653,508,6,2015-08-29,1.0,0,0,0,a,c,1280.0,7.2247043363994745,2008.6688567674114,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
16654,509,6,2015-08-29,1.0,0,0,1,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16655,510,6,2015-08-29,1.0,0,0,0,a,c,8260.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16656,511,6,2015-08-29,1.0,0,0,1,a,a,2060.0,9.0,2009.0,0,0.0,0.0,0
16657,512,6,2015-08-29,1.0,0,0,0,b,b,590.0,7.2247043363994745,2008.6688567674114,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
16658,514,6,2015-08-29,1.0,0,0,0,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
16659,515,6,2015-08-29,1.0,0,0,0,d,c,11260.0,7.2247043363994745,2008.6688567674114,1,9.0,2011.0,"Feb,May,Aug,Nov"
16660,516,6,2015-08-29,1.0,0,0,0,a,c,20.0,7.2247043363994745,2008.6688567674114,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
16661,517,6,2015-08-29,1.0,0,0,1,a,c,22490.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16662,518,6,2015-08-29,1.0,0,0,0,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16663,519,6,2015-08-29,1.0,0,0,0,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
16664,520,6,2015-08-29,1.0,0,0,0,a,c,6900.0,7.2247043363994745,2008.6688567674114,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
16665,521,6,2015-08-29,1.0,0,0,0,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
16666,522,6,2015-08-29,1.0,0,0,0,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
16667,524,6,2015-08-29,1.0,0,0,0,a,c,40860.0,9.0,2013.0,0,0.0,0.0,0
16668,527,6,2015-08-29,1.0,0,0,0,d,c,5830.0,4.0,2008.0,0,0.0,0.0,0
16669,528,6,2015-08-29,1.0,0,0,0,a,c,20620.0,7.2247043363994745,2008.6688567674114,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16670,529,6,2015-08-29,1.0,0,0,0,d,c,12920.0,9.0,2012.0,0,0.0,0.0,0
16671,530,6,2015-08-29,1.0,0,0,0,a,c,18160.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16672,531,6,2015-08-29,1.0,0,0,0,a,c,4030.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16673,532,6,2015-08-29,1.0,0,0,0,a,c,1070.0,8.0,2010.0,0,0.0,0.0,0
16674,533,6,2015-08-29,1.0,0,0,0,a,c,5950.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16675,534,6,2015-08-29,1.0,0,0,0,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
16676,535,6,2015-08-29,1.0,0,0,0,a,a,3570.0,4.0,2007.0,0,0.0,0.0,0
16677,536,6,2015-08-29,1.0,0,0,0,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
16678,537,6,2015-08-29,1.0,0,0,0,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
16679,538,6,2015-08-29,1.0,0,0,0,a,a,990.0,2.0,2010.0,0,0.0,0.0,0
16680,539,6,2015-08-29,1.0,0,0,0,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16681,540,6,2015-08-29,1.0,0,0,0,d,c,810.0,7.2247043363994745,2008.6688567674114,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
16682,541,6,2015-08-29,1.0,0,0,0,a,c,650.0,7.0,1990.0,0,0.0,0.0,0
16683,542,6,2015-08-29,1.0,0,0,0,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
16684,543,6,2015-08-29,1.0,0,0,1,c,a,1080.0,12.0,2012.0,0,0.0,0.0,0
16685,545,6,2015-08-29,1.0,0,0,0,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
16686,547,6,2015-08-29,1.0,0,0,0,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
16687,548,6,2015-08-29,1.0,0,0,1,d,c,3760.0,2.0,2009.0,0,0.0,0.0,0
16688,549,6,2015-08-29,1.0,0,0,0,a,c,2330.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16689,550,6,2015-08-29,1.0,0,0,1,d,c,50.0,6.0,2015.0,0,0.0,0.0,0
16690,551,6,2015-08-29,1.0,0,0,0,a,c,2190.0,9.0,2013.0,0,0.0,0.0,0
16691,552,6,2015-08-29,1.0,0,0,1,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16692,553,6,2015-08-29,1.0,0,0,0,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16693,554,6,2015-08-29,1.0,0,0,0,c,c,1200.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16694,555,6,2015-08-29,1.0,0,0,0,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
16695,557,6,2015-08-29,1.0,0,0,0,a,a,250.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16696,558,6,2015-08-29,1.0,0,0,0,a,a,3000.0,2.0,2010.0,0,0.0,0.0,0
16697,561,6,2015-08-29,1.0,0,0,0,d,a,14300.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16698,562,6,2015-08-29,1.0,0,0,1,b,c,1210.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16699,563,6,2015-08-29,1.0,0,0,0,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
16700,564,6,2015-08-29,1.0,0,0,0,d,c,6540.0,7.2247043363994745,2008.6688567674114,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
16701,565,6,2015-08-29,1.0,0,0,0,a,c,160.0,7.0,2007.0,0,0.0,0.0,0
16702,566,6,2015-08-29,1.0,0,0,0,a,a,3620.0,7.2247043363994745,2008.6688567674114,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
16703,567,6,2015-08-29,1.0,0,0,0,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
16704,568,6,2015-08-29,1.0,0,0,1,d,c,4270.0,7.2247043363994745,2008.6688567674114,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
16705,570,6,2015-08-29,1.0,0,0,0,a,a,180.0,11.0,2006.0,0,0.0,0.0,0
16706,571,6,2015-08-29,1.0,0,0,0,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16707,572,6,2015-08-29,1.0,0,0,0,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16708,573,6,2015-08-29,1.0,0,0,0,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
16709,574,6,2015-08-29,1.0,0,0,0,d,a,4400.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16710,575,6,2015-08-29,1.0,0,0,0,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16711,577,6,2015-08-29,1.0,0,0,0,a,c,2270.0,7.2247043363994745,2008.6688567674114,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
16712,578,6,2015-08-29,1.0,0,0,0,d,a,12700.0,4.0,2013.0,0,0.0,0.0,0
16713,579,6,2015-08-29,1.0,0,0,0,c,a,20970.0,11.0,2012.0,0,0.0,0.0,0
16714,580,6,2015-08-29,1.0,0,0,0,a,c,170.0,2.0,2009.0,0,0.0,0.0,0
16715,581,6,2015-08-29,1.0,0,0,0,a,a,7250.0,12.0,2013.0,0,0.0,0.0,0
16716,582,6,2015-08-29,1.0,0,0,1,a,a,120.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16717,584,6,2015-08-29,1.0,0,0,1,d,a,1360.0,7.2247043363994745,2008.6688567674114,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
16718,585,6,2015-08-29,1.0,0,0,0,d,c,440.0,4.0,2014.0,0,0.0,0.0,0
16719,586,6,2015-08-29,1.0,0,0,0,a,c,250.0,10.0,2008.0,0,0.0,0.0,0
16720,587,6,2015-08-29,1.0,0,0,0,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16721,588,6,2015-08-29,1.0,0,0,0,d,c,15720.0,3.0,2010.0,0,0.0,0.0,0
16722,589,6,2015-08-29,1.0,0,0,1,a,c,360.0,7.2247043363994745,2008.6688567674114,1,18.0,2013.0,"Feb,May,Aug,Nov"
16723,590,6,2015-08-29,1.0,0,0,0,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
16724,591,6,2015-08-29,1.0,0,0,0,a,c,3340.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
16725,592,6,2015-08-29,1.0,0,0,0,a,a,2540.0,6.0,2005.0,0,0.0,0.0,0
16726,593,6,2015-08-29,1.0,0,0,0,a,c,33060.0,3.0,2010.0,0,0.0,0.0,0
16727,597,6,2015-08-29,1.0,0,0,0,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
16728,598,6,2015-08-29,1.0,0,0,0,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16729,600,6,2015-08-29,1.0,0,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
16730,601,6,2015-08-29,1.0,0,0,1,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16731,602,6,2015-08-29,1.0,0,0,1,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
16732,603,6,2015-08-29,1.0,0,0,0,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16733,604,6,2015-08-29,1.0,0,0,0,d,a,10950.0,3.0,2014.0,0,0.0,0.0,0
16734,605,6,2015-08-29,1.0,0,0,0,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16735,610,6,2015-08-29,1.0,0,0,0,a,a,660.0,1.0,2007.0,0,0.0,0.0,0
16736,611,6,2015-08-29,1.0,0,0,0,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16737,612,6,2015-08-29,1.0,0,0,0,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
16738,615,6,2015-08-29,1.0,0,0,1,d,a,730.0,8.0,2007.0,0,0.0,0.0,0
16739,616,6,2015-08-29,1.0,0,0,0,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
16740,618,6,2015-08-29,1.0,0,0,1,d,c,9910.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16741,619,6,2015-08-29,1.0,0,0,0,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
16742,620,6,2015-08-29,1.0,0,0,0,d,c,5440.0,7.2247043363994745,2008.6688567674114,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16743,621,6,2015-08-29,1.0,0,0,0,a,a,30.0,7.0,2002.0,0,0.0,0.0,0
16744,622,6,2015-08-29,1.0,0,0,0,a,c,0.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16745,623,6,2015-08-29,1.0,0,0,0,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16746,624,6,2015-08-29,1.0,0,0,0,a,c,6920.0,9.0,2011.0,0,0.0,0.0,0
16747,625,6,2015-08-29,1.0,0,0,0,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
16748,627,6,2015-08-29,1.0,0,0,1,c,c,3970.0,3.0,2010.0,0,0.0,0.0,0
16749,628,6,2015-08-29,1.0,0,0,1,a,c,2180.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16750,629,6,2015-08-29,1.0,0,0,0,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
16751,631,6,2015-08-29,1.0,0,0,0,d,c,2870.0,7.2247043363994745,2008.6688567674114,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
16752,632,6,2015-08-29,1.0,0,0,0,a,a,3350.0,2.0,2010.0,0,0.0,0.0,0
16753,633,6,2015-08-29,1.0,0,0,0,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
16754,636,6,2015-08-29,1.0,0,0,0,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16755,637,6,2015-08-29,1.0,0,0,0,d,c,9790.0,7.2247043363994745,2008.6688567674114,1,31.0,2009.0,"Feb,May,Aug,Nov"
16756,638,6,2015-08-29,1.0,0,0,0,d,a,10170.0,11.0,2001.0,0,0.0,0.0,0
16757,639,6,2015-08-29,1.0,0,0,0,a,a,7780.0,11.0,2006.0,0,0.0,0.0,0
16758,640,6,2015-08-29,1.0,0,0,0,d,c,8040.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16759,641,6,2015-08-29,1.0,0,0,0,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
16760,642,6,2015-08-29,1.0,0,0,0,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
16761,643,6,2015-08-29,1.0,0,0,0,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
16762,644,6,2015-08-29,1.0,0,0,0,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16763,645,6,2015-08-29,1.0,0,0,0,a,a,90.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
16764,646,6,2015-08-29,1.0,0,0,0,a,a,620.0,9.0,2014.0,0,0.0,0.0,0
16765,647,6,2015-08-29,1.0,0,0,0,a,c,7420.0,4.0,2013.0,0,0.0,0.0,0
16766,650,6,2015-08-29,1.0,0,0,0,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
16767,651,6,2015-08-29,1.0,0,0,0,a,a,200.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
16768,653,6,2015-08-29,1.0,0,0,0,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
16769,655,6,2015-08-29,1.0,0,0,0,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
16770,656,6,2015-08-29,1.0,0,0,1,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
16771,657,6,2015-08-29,1.0,0,0,0,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
16772,658,6,2015-08-29,1.0,0,0,0,d,c,520.0,7.2247043363994745,2008.6688567674114,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
16773,659,6,2015-08-29,1.0,0,0,1,d,a,1590.0,3.0,2012.0,0,0.0,0.0,0
16774,660,6,2015-08-29,1.0,0,0,0,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
